molecule_chembl_id,canonical_smiles,standard_value
CHEMBL4516729,Cc1ccc(S(=O)(=O)N[C@@H](CC(=O)NC(C)(C)C)C(=O)NCCNC(=O)c2cccc(O)c2)cc1,4380.0
CHEMBL4451203,Cc1ccc(S(=O)(=O)N[C@@H](CC(=O)NC(C)(C)C)C(=O)NCCNC(=O)c2ccc(F)c(F)c2)cc1,6040.0
CHEMBL4470048,COc1cc(OC)cc(C(=O)NCCNC(=O)[C@H](CC(=O)NC(C)(C)C)NS(=O)(=O)c2ccc(C)cc2)c1,100000.0
CHEMBL4573901,Cc1ccc(S(=O)(=O)N[C@@H](CC(=O)NC(C)(C)C)C(=O)NCCNC(=O)c2cc(Cl)ccc2Cl)cc1,100000.0
CHEMBL4444471,CSC[C@H](NC(=O)c1cc(Cl)ccc1Cl)C(=O)N[C@@H](CC(C)C)B1OCCNCCO1,4.6
CHEMBL4592602,CC(C)C[C@H](NC(=O)c1cnccn1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](/C=C/S(C)(=O)=O)Cc1ccc(CN)cc1,100000.0
CHEMBL4440581,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)N=[N+]=[N-])C(=O)N[C@@H](CO)C(=O)N[C@H](/C=C/S(C)(=O)=O)Cc1ccc(CN)cc1,1400.0
CHEMBL4451682,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)N=[N+]=[N-])C(=O)N[C@@H](C)C(=O)N[C@H](/C=C/S(C)(=O)=O)Cc1ccc(CN)cc1,1300.0
CHEMBL4590398,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)N=[N+]=[N-])C(=O)N[C@H](C(=O)N[C@H](/C=C/S(C)(=O)=O)Cc1ccc(CN)cc1)[C@@H](C)O,750.0
CHEMBL4546121,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)N=[N+]=[N-])C(=O)NCC(=O)N[C@H](/C=C/S(C)(=O)=O)Cc1ccc(CN)cc1,8600.0
CHEMBL4545073,COC[C@H](NC(=O)[C@H](CC(C)C)NC(=O)c1cnc(C)s1)C(=O)N[C@H](/C=C/S(C)(=O)=O)Cc1ccc(CN)cc1,45300.0
CHEMBL4450505,Cc1ncc(C(=O)N[C@@H](CC2CCCCC2)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](/C=C/S(C)(=O)=O)Cc2ccc(CN)cc2)s1,100000.0
CHEMBL4442929,COC1CCC(C[C@H](NC(=O)c2cnc(C)s2)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](/C=C/S(C)(=O)=O)Cc2ccc(CN)cc2)CC1,100000.0
CHEMBL4577205,COc1ccc(C[C@H](NC(=O)[C@H](C)NC(=O)CN2CCOCC2)C(=O)N[C@@H](CCC2CCCCC2)C(=O)[C@@]2(C)CO2)cc1,5000.0
CHEMBL4446214,COc1ccc(C[C@H](NC(=O)[C@H](C)NC(=O)CN2CCOCC2)C(=O)N[C@@H](CC2CCCC3CCCCC32)C(=O)[C@@]2(C)CO2)cc1,100000.0
CHEMBL4513509,COc1ccc(C[C@H](NC(=O)[C@H](C)NC(=O)CN2CCOCC2)C(=O)N[C@@H](C[C@@H]2CCC[C@H]3CCCC[C@@H]23)C(=O)[C@@]2(C)CO2)cc1,100000.0
CHEMBL4452605,COc1ccc(C[C@H](NC(=O)[C@H](C)NC(=O)CN2CCOCC2)C(=O)N[C@@H](C[C@H]2CCCc3ccccc32)C(=O)[C@@]2(C)CO2)cc1,100000.0
CHEMBL4518685,COc1ccc(C[C@H](NC(=O)[C@H](C)NC(=O)CN2CCOCC2)C(=O)N[C@@H](C[C@@H]2CCCc3ccccc32)C(=O)[C@@]2(C)CO2)cc1,100000.0
CHEMBL4550552,COc1ccc(C[C@H](NC(=O)[C@H](C)NC(=O)CN2CCOCC2)C(=O)N[C@@H](C[C@H]2CCCC3CCCCC32)C(=O)[C@@]2(C)CO2)cc1,100000.0
CHEMBL4544868,COc1ccc(C[C@H](NC(=O)[C@H](C)NC(=O)CN2CCOCC2)C(=O)N[C@@H](C[C@@H]2CCCC3CCCCC32)C(=O)[C@@]2(C)CO2)cc1,100000.0
CHEMBL4443899,COc1ccc(C[C@H](NC(=O)[C@H](C)NC(=O)CN2CCOCC2)C(=O)N[C@@H](C[C@H]2CCC[C@@H]3CCCC[C@@H]32)C(=O)[C@@]2(C)CO2)cc1,100000.0
CHEMBL4565982,COC[C@@H]1NC(=O)c2ccccc2OCCCCOC[C@@H](C(=O)N[C@@H](Cc2ccccc2)C(=O)[C@@]2(C)CO2)NC1=O,36.0
CHEMBL4585963,COC[C@@H]1NC(=O)c2ccccc2OCCCCCOC[C@@H](C(=O)N[C@@H](Cc2ccccc2)C(=O)[C@@]2(C)CO2)NC1=O,21.0
CHEMBL4449200,COC[C@@H]1NC(=O)c2ccccc2OCCCCCCOC[C@@H](C(=O)N[C@@H](Cc2ccccc2)C(=O)[C@@]2(C)CO2)NC1=O,54.0
CHEMBL4560321,COC[C@@H]1NC(=O)c2ccccc2OCCCCCCCOC[C@@H](C(=O)N[C@@H](Cc2ccccc2)C(=O)[C@@]2(C)CO2)NC1=O,63.0
CHEMBL4592762,COC[C@@H]1NC(=O)c2ccccc2OCCCCCCCCOC[C@@H](C(=O)N[C@@H](Cc2ccccc2)C(=O)[C@@]2(C)CO2)NC1=O,346.0
CHEMBL4458777,COC[C@@H]1NC(=O)c2ccccc2OCCCCCCCCCOC[C@@H](C(=O)N[C@@H](Cc2ccccc2)C(=O)[C@@]2(C)CO2)NC1=O,460.0
CHEMBL4546156,COC[C@@H]1NC(=O)c2cccc(F)c2OCCCCCCOC[C@@H](C(=O)N[C@@H](Cc2ccccc2)C(=O)[C@@]2(C)CO2)NC1=O,25.0
CHEMBL4580102,COC[C@@H]1NC(=O)c2cccc(OC)c2OCCCCCCOC[C@@H](C(=O)N[C@@H](Cc2ccccc2)C(=O)[C@@]2(C)CO2)NC1=O,4.0
CHEMBL4591075,COC[C@@H]1NC(=O)c2ccc(F)cc2OCCCCCCOC[C@@H](C(=O)N[C@@H](Cc2ccccc2)C(=O)[C@@]2(C)CO2)NC1=O,205.0
CHEMBL4440926,COC[C@@H]1NC(=O)c2ccc(OC)cc2OCCCCCCOC[C@@H](C(=O)N[C@@H](Cc2ccccc2)C(=O)[C@@]2(C)CO2)NC1=O,253.0
CHEMBL4530484,COC[C@@H]1NC(=O)c2ccc(C)cc2OCCCCCCOC[C@@H](C(=O)N[C@@H](Cc2ccccc2)C(=O)[C@@]2(C)CO2)NC1=O,162.0
CHEMBL4464002,COC[C@@H]1NC(=O)c2ccc(Cl)cc2OCCCCCCOC[C@@H](C(=O)N[C@@H](Cc2ccccc2)C(=O)[C@@]2(C)CO2)NC1=O,100.0
CHEMBL4461405,COC[C@@H]1NC(=O)c2cc(Cl)ccc2OCCCCCCOC[C@@H](C(=O)N[C@@H](Cc2ccccc2)C(=O)[C@@]2(C)CO2)NC1=O,436.0
CHEMBL4444275,COC[C@@H]1NC(=O)c2ncccc2OCCCCCCOC[C@@H](C(=O)N[C@@H](Cc2ccccc2)C(=O)[C@@]2(C)CO2)NC1=O,248.0
CHEMBL4465844,COC[C@@H]1NC(=O)c2cccc(c2)OCCCCCCCCOC[C@@H](C(=O)N[C@@H](Cc2ccccc2)C(=O)[C@@]2(C)CO2)NC1=O,51.0
CHEMBL4559176,COC[C@@H]1NC(=O)c2cnn(C)c2OCCCCCCOC[C@@H](C(=O)N[C@@H](Cc2ccccc2)C(=O)[C@@]2(C)CO2)NC1=O,32.0
CHEMBL4447069,COC[C@@H]1NC(=O)c2cccnc2OCCCCCCOC[C@@H](C(=O)N[C@@H](Cc2ccccc2)C(=O)[C@@]2(C)CO2)NC1=O,232.0
CHEMBL4536377,COC[C@@H]1NC(=O)c2sccc2OCCCCCCOC[C@@H](C(=O)N[C@@H](Cc2ccccc2)C(=O)[C@@]2(C)CO2)NC1=O,257.0
CHEMBL4449881,COC[C@@H]1NC(=O)c2sc(C)nc2OCCCCCCOC[C@@H](C(=O)N[C@@H](Cc2ccccc2)C(=O)[C@@]2(C)CO2)NC1=O,392.0
CHEMBL4466983,COC[C@@H]1NC(=O)[C@@H]2CCCN2C(=O)CCCCCOC[C@@H](C(=O)N[C@@H](Cc2ccccc2)C(=O)[C@@]2(C)CO2)NC1=O,352.0
CHEMBL4448256,COC[C@@H]1NC(=O)c2cccn2CCCCCCOC[C@@H](C(=O)N[C@@H](Cc2ccccc2)C(=O)[C@@]2(C)CO2)NC1=O,14.0
CHEMBL4434719,COC[C@@H]1NC(=O)c2nccn2CCCCCCOC[C@@H](C(=O)N[C@@H](Cc2ccccc2)C(=O)[C@@]2(C)CO2)NC1=O,14.0
CHEMBL4434736,COC[C@@H]1NC(=O)c2nccn2CCCCCCCOC[C@@H](C(=O)N[C@@H](Cc2ccccc2)C(=O)[C@@]2(C)CO2)NC1=O,37.0
CHEMBL4471209,COC[C@@H]1NC(=O)c2ccnn2CCCCCCOC[C@@H](C(=O)N[C@@H](Cc2ccccc2)C(=O)[C@@]2(C)CO2)NC1=O,16.0
CHEMBL4541096,COC[C@@H]1NC(=O)c2ccnn2CCCCCCCOC[C@@H](C(=O)N[C@@H](Cc2ccccc2)C(=O)[C@@]2(C)CO2)NC1=O,25.0
CHEMBL4469081,COC[C@@H]1NC(=O)c2cnn(C)c2CCCCCCOC[C@@H](C(=O)N[C@@H](Cc2ccccc2)C(=O)[C@@]2(C)CO2)NC1=O,20.0
CHEMBL4472844,COC[C@@H]1NC(=O)c2ccccc2OCCCCCCC[C@@H](C(=O)N[C@@H](Cc2ccccc2)C(=O)[C@@]2(C)CO2)NC1=O,14.0
CHEMBL4536022,COC[C@@H]1NC(=O)c2ccccc2OCCCCCCCC[C@@H](C(=O)N[C@@H](Cc2ccccc2)C(=O)[C@@]2(C)CO2)NC1=O,35.0
CHEMBL4453760,COC[C@@H]1NC(=O)c2ccccc2OCCOCCOC[C@@H](C(=O)N[C@@H](Cc2ccccc2)C(=O)[C@@]2(C)CO2)NC1=O,116.0
CHEMBL4536411,COC[C@@H]1NC(=O)c2ccccc2OCCOCCOCCOC[C@@H](C(=O)N[C@@H](Cc2ccccc2)C(=O)[C@@]2(C)CO2)NC1=O,370.0
CHEMBL4522493,CC(C)C[C@H](NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@@H]1CCCN1C(=O)[C@@H]1CCCN1C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](N)CCCNC(=N)N)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)NCC(=O)O,500.0
CHEMBL4455740,CC(C)C[C@H](NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@@H]1CCCN1C(=O)[C@@H]1CCCN1C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](N)CCCNC(=N)N)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCNC(=N)N)C(=O)O,1900.0
CHEMBL4445118,CC(C)C[C@H](NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](N)CCCNC(=N)N)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](C)C(N)=O,154.0
CHEMBL4573624,N=C(N)NCCC[C@H](N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)NCC(=O)O,166.0
CHEMBL4471574,CC(C)C[C@H](NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@@H]1CCCN1C(=O)[C@@H]1CCCN1C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](N)CCCNC(=N)N)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)NCC(N)=O,113.0
CHEMBL4452589,CC(C)C[C@H](NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@@H]1CCCN1C(=O)[C@@H]1CCCN1C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](N)CCCNC(=N)N)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc1ccccc1)C(=O)NCC(=O)O,99.0
CHEMBL4473076,CC(C)C[C@H](NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](N)CCCNC(=N)N)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)NCC(N)=O,82.0
CHEMBL4443693,CC(C)C[C@H](NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](N)CCCNC(=N)N)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)NCC(=O)O,111.0
CHEMBL3319605,CCCCCCC(=O)N[C@@H](C)C(=O)N[C@@H](CC(C)C)C(=O)[C@@]1(CO[Si](C)(C)C(C)(C)C)CO1,10000.0
CHEMBL4447840,CCCCCCC(=O)N[C@@H](C)C(=O)N[C@@H](CC(C)C)C(=O)[C@@]1(CO)CO1,1700.0
CHEMBL4532449,CC(C)C[C@H](NC(=O)[C@H](CCc1ccccc1)NC(=O)CN1CCOCC1)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC(C)C)C(=O)[C@@]1(CO[Si](c2ccccc2)(c2ccccc2)C(C)(C)C)CO1,111.6
CHEMBL4538766,COC[C@]1(C(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCc2ccccc2)NC(=O)CN2CCOCC2)CO1,1000.0
CHEMBL4451741,CC(C)C[C@H](NC(=O)[C@H](CCc1ccccc1)NC(=O)CN1CCOCC1)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC(C)C)C(=O)[C@@]1(CO)CO1,2.1
CHEMBL4529201,COCOC[C@]1(C(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCc2ccccc2)NC(=O)CN2CCOCC2)CO1,1000.0
CHEMBL4444547,COCCOCOC[C@]1(C(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCc2ccccc2)NC(=O)CN2CCOCC2)CO1,1000.0
CHEMBL4449204,CC(C)C[C@H](NC(=O)[C@H](CCc1ccccc1)NC(=O)CN1CCOCC1)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC(C)C)C(=O)[C@@]1(COS(C)(=O)=O)CO1,8.0
CHEMBL4468592,CC[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCc1ccccc1)NC(=O)CN1CCOCC1)C(=O)[C@@]1(C)CO1,77.1
CHEMBL4566822,CCCC[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCc1ccccc1)NC(=O)CN1CCOCC1)C(=O)[C@@]1(C)CO1,52.2
CHEMBL4517879,CC(C)C[C@H](NC(=O)[C@H](CCc1ccccc1)NC(=O)CN1CCOCC1)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)C(=O)[C@@]1(C)CO1,139.6
CHEMBL4460843,CC(C)C[C@H](NC(=O)[C@H](CCc1ccccc1)NC(=O)CN1CCOCC1)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCc1ccccc1)C(=O)[C@@]1(C)CO1,729.0
CHEMBL4533623,CC[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCc1ccccc1)NC(=O)CN1CCOCC1)C(=O)N[C@@H](CC(C)C)C(=O)[C@@]1(C)CO1,98.2
CHEMBL4527204,CCCC[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCc1ccccc1)NC(=O)CN1CCOCC1)C(=O)N[C@@H](CC(C)C)C(=O)[C@@]1(C)CO1,162.2
CHEMBL4475249,CC(C)C[C@H](NC(=O)[C@H](CCc1ccccc1)NC(=O)CN1CCOCC1)C(=O)N[C@@H](Cc1cscn1)C(=O)N[C@@H](CC(C)C)C(=O)[C@@]1(C)CO1,26.8
CHEMBL4582067,CC(C)C[C@H](NC(=O)[C@H](CCc1ccccc1)NC(=O)CN1CCOCC1)C(=O)N[C@@H](Cc1cc2ccccc2s1)C(=O)N[C@@H](CC(C)C)C(=O)[C@@]1(C)CO1,37.5
CHEMBL4591459,COC[C@H](NC(=O)[C@H](CCc1ccccc1)NC(=O)c1cc(C)on1)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC(C)C)C(=O)[C@@]1(C)CO1,50.9
CHEMBL4437781,Cc1cc(C(=O)N[C@@H](CCc2ccccc2)C(=O)N[C@H](C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](CC(C)C)C(=O)[C@@]2(C)CO2)[C@@H](C)O)no1,48.3
CHEMBL4589171,CC[C@H](NC(=O)[C@H](CCc1ccccc1)NC(=O)c1cc(C)on1)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC(C)C)C(=O)[C@@]1(C)CO1,36.8
CHEMBL4438000,Cc1cc(C(=O)N[C@@H](CCc2ccccc2)C(=O)N[C@H](C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](CC(C)C)C(=O)[C@@]2(C)CO2)C2CC2)no1,32.0
CHEMBL4517455,Cc1cc(C(=O)N[C@@H](CCc2ccccc2)C(=O)N[C@@H](CC2CCCC2)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](CC(C)C)C(=O)[C@@]2(C)CO2)no1,36.6
CHEMBL4439181,Cc1cc(C(=O)N[C@@H](CCc2ccccc2)C(=O)N[C@H](C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](CC(C)C)C(=O)[C@@]2(C)CO2)C2CCCCC2)no1,30.8
CHEMBL4579185,CC(C)C[C@H](NC(=O)[C@H](Cc1ccsc1)NC(=O)CN1CCOCC1)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC(C)C)C(=O)[C@@]1(C)CO1,44.9
CHEMBL4577122,CC(C)C[C@H](NC(=O)[C@H](Cc1cc2ccccc2s1)NC(=O)CN1CCOCC1)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC(C)C)C(=O)[C@@]1(C)CO1,34.1
CHEMBL4541035,CC(C)C[C@H](NC(=O)[C@H](Cc1cscn1)NC(=O)CN1CCOCC1)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC(C)C)C(=O)[C@@]1(C)CO1,36.8
CHEMBL4468186,Cc1cc(C(=O)N[C@@H](Cc2cscn2)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](CC(C)C)C(=O)[C@@]2(C)CO2)no1,20.6
CHEMBL4546157,Cc1cc(C(=O)N[C@@H](Cc2ccccn2)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](CC(C)C)C(=O)[C@@]2(C)CO2)no1,60.7
CHEMBL4454410,Cc1cc(C(=O)N[C@@H](Cc2cc3ccccc3[nH]2)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](CC(C)C)C(=O)[C@@]2(C)CO2)no1,25.5
CHEMBL4470410,Cc1cc(C(=O)NCC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](CC(C)C)C(=O)[C@@]2(C)CO2)no1,56.5
CHEMBL4451933,COC[C@H](NC(=O)c1cc(C)on1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC(C)C)C(=O)[C@@]1(C)CO1,30.6
CHEMBL4437784,Cc1cc(C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](CC(C)C)C(=O)[C@@]2(C)CO2)no1,41.5
CHEMBL4543154,Cc1cc(C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](CC(C)C)C(=O)[C@@]2(C)CO2)C2CC2)no1,43.1
CHEMBL4474079,CC(C)C[C@H](NC(=O)[C@H](Cc1cscn1)NC(=O)c1cnccn1)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC(C)C)C(=O)[C@@]1(C)CO1,38.8
CHEMBL4513562,CC(C)C[C@H](NC(=O)[C@H](Cc1cscn1)NC(=O)c1cc(Cl)ccc1Cl)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC(C)C)C(=O)[C@@]1(C)CO1,64.8
CHEMBL4476793,CC(C)C[C@H](NC(=O)[C@H](Cc1cscn1)NC(=O)CO)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC(C)C)C(=O)[C@@]1(C)CO1,52.1
CHEMBL4556452,CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)C(=O)NCc1ccccc1,14.0
CHEMBL4570264,CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(O)C(=O)NCc1ccccc1,530.0
CHEMBL4534838,CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)C(O)C(=O)NCc1ccccc1,100000.0
CHEMBL4447782,CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)C(=O)C(=O)NCc1ccccc1,51090.0
CHEMBL4585003,CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](Cc1ccc(O)cc1)C(O)C(=O)NCc1ccccc1,70450.0
CHEMBL4551724,CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)C(=O)NCc1ccccc1,12430.0
CHEMBL4442725,CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](c1cccc2ccccc12)C(O)C(=O)NCc1ccccc1,100000.0
CHEMBL4548647,CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@H](C(=O)C(=O)NCc1ccccc1)c1cccc2ccccc12,100000.0
CHEMBL4567259,CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](CC(N)=O)C(O)C(=O)NCc1ccccc1,100000.0
CHEMBL4464326,CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](CC(N)=O)C(=O)C(=O)NCc1ccccc1,100000.0
CHEMBL4558015,CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](C(C)C)C(O)C(=O)NCc1ccccc1,82070.0
CHEMBL4588752,CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@H](C(=O)C(=O)NCc1ccccc1)C(C)C,63340.0
CHEMBL4469724,CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](CC(C)C)C(O)C(=O)NCc1ccccc1,50210.0
CHEMBL4462651,CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](CC(C)C)C(=O)C(=O)NCc1ccccc1,920.0
CHEMBL4465042,CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(O)C(=O)NCc1ccc(F)cc1,100000.0
CHEMBL4449972,CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)C(=O)NCc1ccc(F)cc1,56.0
CHEMBL4447520,CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(O)C(=O)N1CCOCC1,100000.0
CHEMBL4451593,CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)C(=O)N1CCOCC1,480.0
CHEMBL4446481,CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(O)C(=O)Nc1cccc2ccccc12,8100.0
CHEMBL4541448,CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)C(=O)Nc1cccc2ccccc12,7.0
CHEMBL4551392,CC(C)CNC(=O)C(O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)OCc1ccccc1,100000.0
CHEMBL4584892,CC(C)CNC(=O)C(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)OCc1ccccc1,12.0
CHEMBL4552637,CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(O)C(=O)N1CCc2ccccc2C1,100000.0
CHEMBL4587250,CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)C(=O)N1CCc2ccccc2C1,770.0
CHEMBL4297468,COc1ccc([C@@H](O)[C@H](NC(=O)[C@H](C)NC(=O)CN2CCOCC2)C(=O)N[C@@H](CC2=CCCC2)C(=O)[C@@]2(C)CO2)cc1,0.688
CHEMBL4441524,COc1ccc(C[C@H](NC(=O)[C@@H](C)NC(=O)[C@H]2CC[C@H](O)CC2)C(=O)N[C@@H](CC2=CCCC2)C(=O)[C@@]2(C)CO2)cc1,2670.0
CHEMBL4465456,CC(C)C[C@H](NC(=O)CN1CCCCCC1)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)C(=O)[C@@]1(C)CO1,39.0
CHEMBL4443505,COc1ccc(C[C@H](NC(=O)[C@H](C)NC(=O)CN2CCOCC2)C(=O)N[C@@H](CC2=CCCC2)C(=O)[C@@]2(C)CO2)cc1,926.0
CHEMBL4473920,C[C@@H](CC(=O)NCc1cccc2ccccc12)NC(=O)[C@H](CC(=O)NC(C)(C)C)NC(=O)CCc1ccccc1,76000.0
CHEMBL4563115,Cc1ccc(S(=O)(=O)N[C@H](CC(=O)N[C@@H](C)C(=O)NCc2cccc3ccccc23)CC(=O)NC(C)(C)C)cc1,78200.0
